iter	Logloss
255	0.5086354306
256	0.5085516331
257	0.508459499
258	0.5083121759
259	0.5082661423
260	0.5081822612
261	0.5081112127
262	0.5080257498
263	0.5079204386
264	0.5078829232
265	0.5077493354
266	0.5076947403
267	0.5076249335
268	0.5075421548
269	0.5074254279
270	0.5073896999
271	0.5072372962
272	0.5071623685
273	0.507057939
274	0.5070345387
275	0.5069869422
276	0.5068708175
277	0.5067664827
278	0.5066536145
279	0.5065328693
280	0.5064777932
281	0.5064204237
282	0.5063527783
283	0.5062077678
284	0.5061081132
285	0.5059974758
286	0.5058939072
287	0.5058373551
288	0.5057496278
289	0.5056336725
290	0.5055120457
291	0.5054181429
292	0.5053406742
293	0.5052175948
294	0.505108852
295	0.5050193972
296	0.5049265177
297	0.5048048959
298	0.5046659212
299	0.5045978871
300	0.5045095902
301	0.5044088967
302	0.5042952119
303	0.5042499703
304	0.5040882642
305	0.5039805967
306	0.503897626
307	0.5038359652
308	0.5037401222
309	0.503634082
310	0.5034478055
311	0.503303288
312	0.5032441878
313	0.5031386522
314	0.5029658966
315	0.502891642
316	0.5027873161
317	0.5027032892
318	0.5025865162
319	0.5024599266
320	0.502347954
321	0.5022022432
322	0.5021095558
323	0.5019520314
324	0.5018020757
325	0.5017090898
326	0.5015625492
327	0.5014986535
328	0.5014066101
329	0.5013135871
330	0.5011753532
331	0.5010851493
332	0.5010404563
333	0.5009196637
334	0.5007973332
335	0.5007142686
336	0.500539273
337	0.5004340323
338	0.5003449791
339	0.5002360469
340	0.5001358874
341	0.500013858
342	0.4999464537
343	0.4998409848
344	0.4997857204
345	0.4996698482
346	0.4996047624
347	0.4995104833
348	0.4994410809
349	0.4993550113
350	0.4993058718
351	0.4992351199
352	0.499114529
353	0.4990183313
354	0.4989546607
355	0.4988222588
356	0.4987170983
357	0.4985520758
358	0.4984498013
359	0.4983477492
360	0.4982858935
361	0.4981705635
362	0.4980285355
363	0.4979457305
364	0.4978297091
365	0.4976779726
366	0.4976069123
367	0.497497727
368	0.4973680767
369	0.4972402782
370	0.4970823764
371	0.4969640856
372	0.496868219
373	0.4967777504
374	0.49675883
375	0.496665948
376	0.4965994587
377	0.4964485181
378	0.4964014754
379	0.4963127
380	0.4962371939
381	0.4961441963
382	0.496051706
383	0.4959187701
384	0.4958469723
385	0.4957489203
386	0.4956676187
387	0.495562318
388	0.4955050403
389	0.4954185328
390	0.4953416604
391	0.4952309304
392	0.4950672332
393	0.4949854195
394	0.4948443111
395	0.4947124692
396	0.4946408713
397	0.4945193464
398	0.4943962815
399	0.4943182383
400	0.4942344373
401	0.4941582499
402	0.4940630296
403	0.493925572
404	0.4938148906
405	0.4936947249
406	0.493579284
407	0.4934792184
408	0.4933371165
409	0.4932202757
410	0.4930954947
411	0.4929612126
412	0.4928124135
413	0.4926722652
414	0.4926266405
415	0.4925384068
416	0.4923960549
417	0.4922262506
418	0.4921510492
419	0.4920589908
420	0.4919612739
421	0.4918912272
422	0.491787161
423	0.4916998404
424	0.4915817998
425	0.4914853916
426	0.491389406
427	0.4912410151
428	0.4911710023
429	0.4911041842
430	0.4910207919
431	0.4909407213
432	0.4907937524
433	0.4906693183
434	0.4905731435
435	0.4904150824
436	0.4903519965
437	0.4902693614
438	0.4901502687
439	0.4900503358
440	0.4898933762
441	0.4897503251
442	0.4896904002
443	0.4895744115
444	0.4894583286
445	0.4893480094
446	0.4892390267
447	0.4891603993
448	0.4890602625
449	0.4889786649
450	0.4889045895
451	0.4888206577
452	0.4887270676
453	0.4886499561
454	0.4885328093
455	0.4883986973
456	0.4882931546
457	0.4882169359
458	0.4881628053
459	0.4880240607
460	0.4879126878
461	0.4878828033
462	0.4877798708
463	0.4876410324
464	0.4875580198
465	0.4874537399
466	0.4872694845
467	0.4871804105
468	0.4870839487
469	0.486973032
470	0.48691819
471	0.4867756618
472	0.4866652224
473	0.4865879982
474	0.4865123167
475	0.486446548
476	0.4863416117
477	0.4862157571
478	0.4861041656
479	0.4859972819
480	0.4858569075
481	0.4857398346
482	0.4856821409
483	0.4855941055
484	0.4855098129
485	0.4854076183
486	0.4853410407
487	0.4852606947
488	0.4851572628
489	0.4851297961
490	0.4850469656
491	0.4849356995
492	0.4847965692
493	0.4847073941
494	0.4845912925
495	0.4844915578
496	0.4844223077
497	0.484302299
498	0.4842560364
499	0.4841113185
500	0.4840089319
501	0.4838848446
502	0.4837886076
503	0.48369849
504	0.4836054774
505	0.4834712617
506	0.4834084276
507	0.4832631227
508	0.4831288877
509	0.4830481719
510	0.4828774478
511	0.4827371316
512	0.4826205361
513	0.482551625
514	0.4824483715
515	0.4823794217
516	0.48225098
517	0.4821889714
518	0.4820969112
519	0.4819841212
520	0.4819195236
521	0.4818007929
522	0.4817183688
523	0.4816331765
524	0.4814968659
525	0.481418952
526	0.4813248293
527	0.4811743211
528	0.4810484943
529	0.4809872358
530	0.4809197269
531	0.480841093
532	0.4807292007
533	0.4806769413
534	0.4805702046
535	0.4804672
536	0.4803211769
537	0.4801788697
538	0.4800750838
539	0.4799808658
540	0.4798987085
541	0.479753597
542	0.479675268
543	0.4795485946
544	0.4794644156
545	0.4793544434
546	0.4792462936
547	0.479175445
548	0.4790381048
549	0.4789389945
550	0.4788582475
551	0.4787727742
552	0.4787463107
553	0.4786626725
554	0.4786364213
555	0.4785271848
556	0.4783791798
557	0.478297011
558	0.4781873109
559	0.4780617737
560	0.4779894839
561	0.4778454071
562	0.4777711303
563	0.4777005748
564	0.4776867907
565	0.477618621
566	0.4775375391
567	0.4774703276
568	0.4773857433
569	0.4773020871
570	0.4772132913
571	0.4771546593
572	0.4770888928
573	0.4770122026
574	0.4769163578
575	0.4767757015
576	0.4766832024
577	0.4765769543
578	0.4765135252
579	0.4764327788
580	0.4763817282
581	0.4762169782
582	0.4761025734
583	0.4760291728
584	0.4759718714
585	0.47591485
586	0.4757796766
587	0.4756576624
588	0.4755804959
589	0.4754552633
590	0.4753524959
591	0.4752507985
592	0.4751761753
593	0.4751016211
594	0.4750213518
595	0.4749266955
596	0.4748382629
597	0.4746998355
598	0.4746360758
599	0.4745799157
600	0.4745113931
601	0.4744750298
602	0.4743283965
603	0.4742723477
604	0.4741395251
605	0.4740472087
606	0.473945386
607	0.4738468317
608	0.4737705805
609	0.4736794412
610	0.4735665616
611	0.4734476667
612	0.4734031778
613	0.4733524428
614	0.4732600951
615	0.4731981209
616	0.4730871542
617	0.4729619814
618	0.4728923632
619	0.4727850971
620	0.4727148118
621	0.4726055269
622	0.4725113628
623	0.4724114924
624	0.4723201741
625	0.4722229435
626	0.4721657266
627	0.4721070294
628	0.472000057
629	0.4718774204
630	0.471773305
631	0.4716629453
632	0.4715560068
633	0.4714391093
634	0.4713457897
635	0.4712256573
636	0.4711339211
637	0.4710012054
638	0.4709531002
639	0.4708542073
640	0.4707954161
641	0.4706527808
642	0.470588832
643	0.4705145077
644	0.4703996265
645	0.4703112967
646	0.4702434812
647	0.47019012
648	0.4701155501
649	0.469995068
650	0.4699208932
651	0.4698515881
652	0.4697066071
653	0.4696340311
654	0.4694965218
655	0.4694558404
656	0.469380008
657	0.4692898516
658	0.4692200444
659	0.4690609841
660	0.4689834794
661	0.4689017295
662	0.4688116956
663	0.4687093488
664	0.4686247541
665	0.4685553484
666	0.4684391337
667	0.4683399421
668	0.4682644216
669	0.4682059044
670	0.4681308354
671	0.4680574633
672	0.4679777485
673	0.4679138471
674	0.4677734093
675	0.467671951
676	0.4675813356
677	0.4674803744
678	0.4674417396
679	0.467347742
680	0.4671833526
681	0.4670920664
682	0.4669976903
683	0.4669160535
684	0.4667683891
685	0.466674552
686	0.4665687493
687	0.4665037632
688	0.4663885817
689	0.4662380615
690	0.4661821826
691	0.4661526475
692	0.4660870808
693	0.4660108983
694	0.465912071
695	0.4658331876
696	0.4657595313
697	0.4656114016
698	0.4654917006
699	0.465426338
700	0.4652978311
701	0.4652208577
702	0.4651187266
703	0.4650081697
704	0.4649181649
705	0.464801256
706	0.4647004347
707	0.4646093752
708	0.4645230585
709	0.4644442209
710	0.4643175329
711	0.4642717835
712	0.4641504628
713	0.4640088207
714	0.4639269444
715	0.4638249737
716	0.4637223015
717	0.4636601193
718	0.4635442848
719	0.4634749195
720	0.4634419225
721	0.4633814185
722	0.4633426881
723	0.4632262497
724	0.4631331643
725	0.4630248769
726	0.4629422276
727	0.4629025216
728	0.4628423869
729	0.4626805062
730	0.4625710698
731	0.462481303
732	0.4623558079
733	0.4622533376
734	0.4621622388
735	0.4620742324
736	0.4619885669
737	0.4618378877
738	0.4617153986
739	0.4616473031
740	0.4615674963
741	0.4615031792
742	0.4613985066
743	0.4613421535
744	0.4612548234
745	0.4611347174
746	0.4610126045
747	0.4608936904
748	0.4608032002
749	0.4607358677
750	0.4606795883
751	0.4605775888
752	0.4605096438
753	0.4604210302
754	0.4602909264
755	0.4602327211
756	0.4601510796
757	0.4600660909
758	0.4599886515
759	0.459934793
760	0.4598573722
761	0.459768937
762	0.4596874546
763	0.4595730059
764	0.4594800244
765	0.4593880307
766	0.4593009175
767	0.4591946444
768	0.4591024092
769	0.4590243702
770	0.4589247156
771	0.4588124995
772	0.458723198
773	0.4586407343
774	0.4585581883
775	0.4584181559
776	0.4583671069
777	0.4582983667
778	0.4581977537
779	0.4581129131
780	0.4581071041
781	0.4579682538
782	0.4578232537
783	0.4577111206
784	0.4576272624
785	0.4575307786
786	0.4574355882
787	0.4573305923
788	0.457280884
789	0.4572057423
790	0.4571195643
791	0.457036393
792	0.4569721023
793	0.4568301529
794	0.4567434957
795	0.4566572185
796	0.4565703543
797	0.4564798141
798	0.4564088699
799	0.4563418807
800	0.4562697564
801	0.4562172863
802	0.456129359
803	0.4560350941
804	0.4559043567
805	0.4558135721
806	0.4557270264
807	0.455663108
808	0.455612048
809	0.4555599628
810	0.4554671592
811	0.4553898268
812	0.4553510894
813	0.4552693889
814	0.4551733313
815	0.4550029129
816	0.4549334973
817	0.4548946012
818	0.454801407
819	0.454732969
820	0.4546581431
821	0.4545773173
822	0.4544833597
823	0.4543812345
824	0.454318694
825	0.4542284355
826	0.4541263018
827	0.4540600087
828	0.4540030737
829	0.453931923
830	0.4538591783
831	0.4537571612
832	0.4537339326
833	0.4536058706
834	0.4535364954
835	0.4534567042
836	0.4533597246
837	0.4532863616
838	0.4532088943
839	0.4531577261
840	0.4530866188
841	0.4530000255
842	0.4529123936
843	0.4528938434
844	0.4528258438
845	0.4527626848
846	0.452642226
847	0.4525316852
848	0.4524134785
849	0.4523344948
850	0.4522620465
851	0.4521464592
852	0.4520553658
853	0.4519678198
854	0.4519151906
855	0.4518245183
856	0.4516971109
857	0.4516291665
858	0.4515355755
859	0.4515021356
860	0.4514049679
861	0.4512793424
862	0.451187661
863	0.4511100737
864	0.4511020156
865	0.4510334093
866	0.4509791593
867	0.4509019024
868	0.4507913271
869	0.4506955757
870	0.4506253846
871	0.4505121162
872	0.450463056
873	0.4503948046
874	0.4503370513
875	0.4502476684
876	0.4501756664
877	0.4500865547
878	0.450027373
879	0.4499511982
880	0.4498975525
881	0.4497981526
882	0.4496796592
883	0.4495901816
884	0.4495473887
885	0.4494639867
886	0.4493725521
887	0.4492999188
888	0.4492275456
889	0.4491207526
890	0.4489990084
891	0.4489088639
892	0.4488120086
893	0.4487230513
894	0.4486206417
895	0.4485173367
896	0.4484666854
897	0.4483804014
898	0.4483318528
899	0.4482445897
900	0.4481376641
901	0.4480476339
902	0.4480007467
903	0.4479716087
904	0.4478969768
905	0.4478614754
906	0.4477755428
907	0.4477375226
908	0.4476324029
909	0.4475426523
910	0.4474364896
911	0.4473651459
912	0.4473128267
913	0.447240937
914	0.4471230915
915	0.4470448723
916	0.446975382
917	0.4468922999
918	0.4468049684
919	0.4466972852
920	0.4466246937
921	0.4465438441
922	0.4464360057
923	0.4463130485
924	0.4462261217
925	0.4461497385
926	0.4460903991
927	0.4459787207
928	0.4458596526
929	0.445760887
930	0.4456978936
931	0.4456184477
932	0.4455051892
933	0.445446311
934	0.4453739362
935	0.445327958
936	0.4452493446
937	0.4451105468
938	0.4450223521
939	0.4449768573
940	0.4448485413
941	0.444753739
942	0.444657332
943	0.444552123
944	0.4444849397
945	0.4444486779
946	0.4443207632
947	0.4442735777
948	0.4442144041
949	0.4441492642
950	0.4441129301
951	0.4440463606
952	0.4439864047
953	0.4439020718
954	0.4438484268
955	0.4437428919
956	0.4437066821
957	0.443577807
958	0.4434706248
959	0.4434069176
960	0.4433574408
961	0.443285539
962	0.4432101684
963	0.4431302599
964	0.4430654052
965	0.442968135
966	0.4429101064
967	0.4428258537
968	0.4427686221
969	0.4427261818
970	0.4426765405
971	0.4426202267
972	0.4425328269
973	0.442394994
974	0.4422452489
975	0.4422056301
976	0.4421290004
977	0.442040327
978	0.441953587
979	0.441896729
980	0.4418011644
981	0.4417073613
982	0.4416037369
983	0.4415206585
984	0.4414322723
985	0.4413710912
986	0.4412926656
987	0.4412346337
988	0.4411628227
989	0.4410937925
990	0.4410432501
991	0.4409718887
992	0.4408968656
993	0.4408447784
994	0.4407632165
995	0.4406342502
996	0.4405841911
997	0.4405009093
998	0.4404104106
999	0.4403153249

999	0.4403832302
