symbol,time,open,close,high,low,volume
btcusd,1364688000000,92.5,93.033,93.74999,91.0,3083.07979075
btcusd,1364774400000,93.25,103.999,105.9,92.49999,5224.40131297
btcusd,1364860800000,104.0,118.22935407,118.3867,99.0,8376.52747811002
btcusd,1364947200000,117.95826131,134.7,146.88,101.51088,12996.2450721801
btcusd,1365033600000,134.71656,132.899,143.0,119.0,6981.66830544001
btcusd,1365120000000,130.10001,142.3,145.0,128.25,5234.88220325001
btcusd,1365206400000,142.8,143.05,144.0,139.0,2009.12862494
btcusd,1365292800000,143.5,162.304,164.75,142.75,3725.06764496
btcusd,1365379200000,163.9,186.985,194.57,163.2,10895.82741442
btcusd,1365465600000,186.8,232.99,249.97,186.8,6073.37314608
btcusd,1365552000000,228.669,162.0,290.0,19.9,16070.6427442701
btcusd,1365638400000,162.0,100.0,205.0,1.06,16914.6563150801
btcusd,1365724800000,109.0,112.0,157.0,51.0,38693.9553043196
btcusd,1365811200000,112.0,91.1,130.0,81.12,23866.6770456
btcusd,1365897600000,91.1,90.171,109.0,20.0,16437.2196645
btcusd,1365984000000,89.86,83.302,104.0,71.497,16393.12856398
btcusd,1366070400000,84.27,67.588,84.48,0.01,26092.5432296
btcusd,1366156800000,68.135,93.063,98.9,63.5,20016.46738673
btcusd,1366243200000,93.0,111.3,114.0,87.0,8362.10465509001
btcusd,1366329600000,110.0,119.0,142.0,104.56,20883.2511054899
btcusd,1366416000000,119.02,127.0,132.0,114.9,6502.71927697004
btcusd,1366502400000,127.01,117.618,130.0,110.0,11539.05619005
btcusd,1366588800000,119.96,126.5,127.3,119.615,7053.39711668
btcusd,1366675200000,127.389,143.484,144.47,124.859,11566.57797156
btcusd,1366761600000,142.41,154.6,166.99,140.9,25884.62525415
btcusd,1366848000000,155.0,141.9,169.13,120.03,21589.72100785
btcusd,1366934400000,142.89,137.3,143.985,13.0,13279.17946705
btcusd,1367020800000,136.56001,128.5,147.51,121.46,7773.99732283001
btcusd,1367107200000,128.8,135.28,136.99,128.02,7222.09008288002
btcusd,1367193600000,134.63,144.0,148.5,113.42,9491.69208741002
btcusd,1367280000000,143.89,139.88,146.6752,133.89,10916.4540109801
btcusd,1367366400000,139.87,116.0,140.02,105.0,23869.0625977401
btcusd,1367452800000,116.75,106.6,127.18,90.414,29911.7420357899
btcusd,1367539200000,107.0,98.06,108.21,80.0,32551.0515293098
btcusd,1367625600000,98.5,112.5,115.959,93.356,15470.5403185301
btcusd,1367712000000,112.3,116.57,126.0,100.0,13363.7807084401
btcusd,1367798400000,116.587,112.0,124.3,106.0,12263.0308212001
btcusd,1367884800000,112.1,110.0,113.44,98.0,15053.73044354
btcusd,1367971200000,109.76,113.5,116.98,108.5,8804.37823946003
btcusd,1368057600000,113.495,112.669,113.5,108.23,3991.56786689
btcusd,1368144000000,112.653,117.87,122.5,111.4,7579.66383688002
btcusd,1368230400000,117.92,115.576,118.9,112.72,3841.93708681
btcusd,1368316800000,115.58,114.3,118.0,113.0,2745.73340774
btcusd,1368403200000,115.97,117.979,118.97,114.07,2590.84616000999
btcusd,1368489600000,117.811,111.551,119.85,105.2,9787.13803173999
btcusd,1368576000000,110.7,108.95,117.0,103.45,9324.26007941004
btcusd,1368662400000,108.98,115.0,115.2,108.2,4796.42398125
btcusd,1368748800000,115.0,117.62,122.0,112.35,5107.8367596
btcusd,1368835200000,117.51,118.52,118.98,115.81001,2168.44858122
btcusd,1368921600000,118.23,118.25,120.99,115.61,1327.45239545
btcusd,1369008000000,118.23,118.09,118.94,116.0,881.057857620001
btcusd,1369094400000,116.9,117.0,118.6,116.9,1897.54839262
btcusd,1369180800000,117.9,119.11,120.0,117.0,2360.34984014
btcusd,1369267200000,118.45,123.83,124.25,118.41,4024.65733015
btcusd,1369353600000,123.84,128.7,130.0,122.4,7965.53671446005
btcusd,1369440000000,128.61,128.97,129.73,125.1,2715.80561304
btcusd,1369526400000,128.97,130.24,133.0,128.0,2883.23013612999
btcusd,1369612800000,130.27,126.25,130.59,123.0,3535.31536517
btcusd,1369699200000,125.0,125.5,127.0,123.0,2584.01718862999
btcusd,1369785600000,126.06,130.35,140.68,125.67,3558.61656252
btcusd,1369872000000,130.35,126.7,131.0,124.15,4729.10265707
btcusd,1369958400000,126.78,127.9,129.1,125.06,2267.47870654
btcusd,1370044800000,127.73,128.77,129.0,127.0,815.111739319999
btcusd,1370131200000,128.77,123.8,132.65,117.0,11892.97161185
btcusd,1370217600000,123.41,123.1,132.87,117.0,4750.35164634001
btcusd,1370304000000,123.22,120.43,123.99,116.42,5195.53171193999
btcusd,1370390400000,120.3,121.19,122.37,119.6,1435.87228074
btcusd,1370476800000,121.33,119.28,121.33,118.0,1260.70737532
btcusd,1370563200000,118.4,111.07,119.0,107.0,9638.20980937
btcusd,1370649600000,110.17,109.13,112.5,108.45,1943.22231781998
btcusd,1370736000000,108.99,100.0,110.0,89.9,15769.8720150199
btcusd,1370822400000,100.0,104.18,108.0,93.0,9456.96656614999
btcusd,1370908800000,104.68,107.36,108.03,103.4,3419.50826205
btcusd,1370995200000,107.07,106.68,119.0,105.0,4657.07381088
btcusd,1371081600000,106.28,102.0,109.14,95.0,5813.81744085001
btcusd,1371168000000,101.86,99.0,107.36,97.0,5295.67898359999
btcusd,1371254400000,99.01,99.42,104.0,96.22,2397.84888941
btcusd,1371340800000,99.43,99.0,101.1,98.66,1192.21017157
btcusd,1371427200000,99.0,100.49,101.01,98.3,1286.44020787
btcusd,1371513600000,100.39,104.12,108.5,99.99,6069.10417773999
btcusd,1371600000000,104.49,104.99,107.5,102.99,2830.34656024
btcusd,1371686400000,104.83,104.55,108.0,102.38,5580.15645347
btcusd,1371772800000,103.0,101.29,105.0,91.0,5584.19399546001
btcusd,1371859200000,101.29,100.23,102.4,98.49,1390.41839215
btcusd,1371945600000,100.0,100.4,101.5,98.6,796.29810476
btcusd,1372032000000,100.4,98.68,102.13,95.38,2801.04700209
btcusd,1372118400000,99.35,97.58,100.9,97.5,3395.16434416
btcusd,1372204800000,98.5,98.69,100.0,96.99,1466.12790174
btcusd,1372291200000,98.01,96.31,98.72,96.31,1085.47473304
btcusd,1372377600000,96.31,89.79,96.52,88.01,7594.03228208003
btcusd,1372464000000,89.2,88.8,91.6,86.15,1766.18636145999
btcusd,1372550400000,88.53,89.55,90.25,88.26,525.54269882
btcusd,1372636800000,89.58,83.5,91.56,1.0,10021.30520817
btcusd,1372723200000,83.51,87.68,88.5,83.24,3732.32847998
btcusd,1372809600000,89.0,77.402,89.56,75.0,8688.24345300004
btcusd,1372896000000,77.33,79.4,82.0,70.04,7081.44839216002
btcusd,1372982400000,79.4,67.0,79.4,64.0,13816.96117611
btcusd,1373068800000,67.0,66.12,73.26,62.94,10426.96530785
btcusd,1373155200000,66.12,73.98,74.07786,64.89,4403.96884005
btcusd,1373241600000,73.96,74.35,77.0,70.0,8789.76770627001
btcusd,1373328000000,73.85,74.98,76.01,70.47,7041.32536101
btcusd,1373414400000,74.93,86.12,87.0,74.83,10374.85241819
btcusd,1373500800000,86.12,88.0,89.23,84.0,7510.96612628002
btcusd,1373587200000,87.81,90.2,101.39,86.64,15077.5410866301
btcusd,1373673600000,90.17,91.6,91.95,85.0,4116.22796884997
btcusd,1373760000000,91.69,90.07,93.0,88.88,2380.35140134999
btcusd,1373846400000,89.011,93.94,99.83,82.45,5898.45713615004
btcusd,1373932800000,93.75,91.6,94.0,84.7,2092.35853054
btcusd,1374019200000,91.58,91.48,92.8,89.22,2046.72746749
btcusd,1374105600000,90.85,85.27,91.23,77.0,7708.73483260006
btcusd,1374192000000,85.01,86.53,87.1,83.4,4794.18316172001
btcusd,1374278400000,86.5,85.0,87.2,84.27,1301.92237319
btcusd,1374364800000,85.09,85.79,86.4,84.0,2113.51241199
btcusd,1374451200000,85.77,85.6,87.1,83.99,1354.67793009
btcusd,1374537600000,85.55,86.95,88.67,82.99,3368.91523392999
btcusd,1374624000000,86.95,88.36,95.68,86.46,1618.34266729
btcusd,1374710400000,88.42,90.24,91.99899,87.15,3345.36886326999
btcusd,1374796800000,90.09,89.95,91.72,89.2,973.533901570004
btcusd,1374883200000,89.95,88.02,90.11,87.8,1427.28403652
btcusd,1374969600000,88.02,92.46,94.0,87.92,3411.06759993999
btcusd,1375056000000,92.01,93.37,93.73,90.54,2712.34032741
btcusd,1375142400000,93.01,96.5,97.11,92.7,3558.87774625
btcusd,1375228800000,96.68,98.18,101.03,95.1,5708.72022212001
btcusd,1375315200000,97.99,96.55,98.50297,95.21,3534.33334448
btcusd,1375401600000,96.55,95.85,98.7,93.75,5444.95317152999
btcusd,1375488000000,95.82,95.49,97.23,94.67,2406.7126632
btcusd,1375574400000,95.5,96.38,96.7,95.5,1011.16940019
btcusd,1375660800000,96.38,97.4,98.91,96.21,2944.54669789999
btcusd,1375747200000,97.73,97.8,98.9,97.0,2531.28944375
btcusd,1375833600000,97.8,97.0,98.3,95.5,1576.176273
btcusd,1375920000000,97.0,94.25,97.17,91.4,4701.13478028
btcusd,1376006400000,94.27,92.28,95.51,89.51,5799.07629595998
btcusd,1376092800000,92.14,93.51,94.0,92.14,754.8018569
btcusd,1376179200000,93.51,94.0,94.52,93.2,703.22305316
btcusd,1376265600000,94.0,95.35,96.24,93.31,2950.84243716999
btcusd,1376352000000,95.12109,98.15,98.2,94.23,3644.09122657
btcusd,1376438400000,97.99,99.16,101.0,97.36828,7832.14442446
btcusd,1376524800000,99.4,98.08,100.01,96.24,1749.74382402
btcusd,1376611200000,98.39,98.3,99.0,96.53,1945.81185098
btcusd,1376697600000,98.27,99.4,99.7,97.5,1601.91017454
btcusd,1376784000000,100.0,99.25,100.0,98.42,929.14723601
btcusd,1376870400000,99.25,102.6,105.0,98.82,7038.31706310001
btcusd,1376956800000,102.85,104.94,104.94,100.48,3887.65063900999
btcusd,1377043200000,104.94,110.43,114.45,104.57,9461.08726163004
btcusd,1377129600000,111.62,109.14,113.01,107.99,4026.72231985
btcusd,1377216000000,109.12,107.89,110.0,104.3,5316.11409683
btcusd,1377302400000,107.66,108.3,110.6,106.61,2760.95065165
btcusd,1377388800000,109.17,113.11,114.76,109.16,5981.71180220001
btcusd,1377475200000,113.12,112.45,113.9,110.0,4105.75356866
btcusd,1377561600000,111.85,117.7,119.0,111.77,8861.29718058001
btcusd,1377648000000,118.0,118.0,119.76,116.0,3508.16170538
btcusd,1377734400000,117.95,118.5,121.0,117.29,2722.03372053
btcusd,1377820800000,118.93,125.0,126.3,118.05,9634.03948353002
btcusd,1377907200000,124.89,127.8,134.94,123.75,12537.83420063
btcusd,1377993600000,128.21,130.41,132.0,126.81,2117.60762314
btcusd,1378080000000,130.73,129.45,132.05,128.0,4229.80472060998
btcusd,1378166400000,129.23,129.18,131.0,126.9,3621.71363355999
btcusd,1378252800000,130.0,122.24,130.0,115.0,9377.23333298001
btcusd,1378339200000,122.22,122.63,127.99,115.81,7294.63083097997
btcusd,1378425600000,122.0,116.82,124.75,115.0,5683.34157264999
btcusd,1378512000000,116.0,119.76,121.10889,115.5,2899.83061763999
btcusd,1378598400000,119.79,117.98,120.84,116.77,2707.40051492
btcusd,1378684800000,118.0,121.5,124.0,115.98561,8252.05121633003
btcusd,1378771200000,121.17,122.07,124.24,120.07,3626.92833386999
btcusd,1378857600000,122.34,126.34,127.64,118.39,9078.22123422003
btcusd,1378944000000,126.92,126.63,128.5,123.0,5161.99913747999
btcusd,1379030400000,126.63,127.18,129.11,124.82,2524.77115444
btcusd,1379116800000,126.23,124.5,127.98,122.53,3550.48828070999
btcusd,1379203200000,124.5,125.06,126.35,123.15,1973.20832033
btcusd,1379289600000,125.18,125.68,126.84,124.0,1710.23628094
btcusd,1379376000000,126.15,127.13,127.74,125.32,1790.28239465
btcusd,1379462400000,126.72,126.9,128.41,125.78,3950.89185976
btcusd,1379548800000,127.0,124.38,127.63,123.39,3443.87264583
btcusd,1379635200000,123.8,122.91,126.01,121.5,3838.92105376999
btcusd,1379721600000,122.92,123.64,124.02,122.0,1023.90288201
btcusd,1379808000000,123.5,122.97,123.59,122.22,1078.48505357
btcusd,1379894400000,122.93,122.75,124.09,122.0,2465.01122629
btcusd,1379980800000,123.0,124.09,124.19,121.89,3165.47374378
btcusd,1380067200000,123.89,123.75,125.22,123.35,1900.35140246
btcusd,1380153600000,123.32,125.02,125.02,123.3,1002.22446382
btcusd,1380240000000,124.4,126.48,126.86,124.1,2578.6923297
btcusd,1380326400000,126.57,127.0,127.0,124.8,2488.46477039
btcusd,1380412800000,126.87,126.76,128.8,126.0,3011.13758087
btcusd,1380499200000,127.0,125.95,127.51,123.76,3072.55201951
btcusd,1380585600000,125.95,127.49,127.9399,125.81,2151.64918807
btcusd,1380672000000,127.2,103.85,128.5,83.26,38763.0172714799
btcusd,1380758400000,103.99,117.87,118.74,101.66,11393.82089187
btcusd,1380844800000,117.87,121.94,123.25,117.41,6632.39275909002
btcusd,1380931200000,121.94,121.62,125.0,115.0,1451.61906773
btcusd,1381017600000,121.14,122.49,122.5,121.01,399.440586
btcusd,1381104000000,122.26,123.48,124.45,120.8,4205.69134063
btcusd,1381190400000,123.5,124.11,125.16,122.02,5205.68123215999
btcusd,1381276800000,124.4,126.00071,127.99,123.36,6494.56802603001
btcusd,1381363200000,125.67,126.1,126.79,125.0,2321.77150535999
btcusd,1381449600000,126.46,126.9,127.4,125.54,2177.80246511
btcusd,1381536000000,126.9,127.8,127.96,126.65,1651.53519078
btcusd,1381622400000,127.6,132.86,133.23,127.55,6020.83465236
btcusd,1381708800000,132.6,135.4,139.99,132.0,12310.3421481001
btcusd,1381795200000,135.47,144.39,150.0,134.09,10815.77840346
btcusd,1381881600000,144.39,137.56,147.0,137.21,15517.28434985
btcusd,1381968000000,137.54,143.94,144.98,133.99,5237.28751872
btcusd,1382054400000,143.49,153.0,155.25,143.0,14115.9018835201
btcusd,1382140800000,152.89,166.5,178.5,151.5,20875.7260725199
btcusd,1382227200000,168.0,166.89,168.875,162.31,3857.31917752
btcusd,1382313600000,166.44,180.37,183.0,166.0,12821.42817668
btcusd,1382400000000,180.5,191.75,215.0,179.1,18464.69246628
btcusd,1382486400000,194.5,203.99,212.89,187.0,13848.1826281501
btcusd,1382572800000,204.5,193.72,210.995,155.81,41374.6601641995
btcusd,1382659200000,194.0,187.5,195.13,167.75,20163.72357838
btcusd,1382745600000,186.62,179.55,190.0,175.21,6283.29915677999
btcusd,1382832000000,179.56,196.7,198.75,179.1,6583.20965814008
btcusd,1382918400000,196.0,196.01,199.0,192.15,5605.26249360001
btcusd,1383004800000,196.01,204.69,205.0,195.37,8092.44617620002
btcusd,1383091200000,203.7,198.74,206.0,195.05,14204.4054380701
btcusd,1383177600000,198.7,202.52,204.0,195.28,5287.08851334
btcusd,1383264000000,203.79,201.754999,204.0,200.5,1950.88533844
btcusd,1383350400000,202.24,204.94,205.79,201.33,4054.66482564999
btcusd,1383436800000,204.67,213.8975,219.89,203.0,4806.65527203001
btcusd,1383523200000,213.949,226.5049999,230.5,211.0,11528.7620527202
btcusd,1383609600000,227.29,242.88,250.75,225.44,23917.3706320101
btcusd,1383696000000,242.6,263.24,265.0,240.6,27950.6772529572
btcusd,1383782400000,263.5,291.0,297.79,262.0,35703.8390349999
btcusd,1383868800000,290.8,333.9,334.95,288.89,22587.4898973999
btcusd,1383955200000,333.9,338.22941,386.0,297.0,30872.0185769997
btcusd,1384041600000,339.39,325.0,340.0,265.11,35022.9775918295
btcusd,1384128000000,322.24,344.27,357.95,311.56,10389.98799285
btcusd,1384214400000,347.0,354.96,400.0,340.0,13163.9526282
btcusd,1384300800000,355.45,399.9,414.73,355.45,13150.8551845401
