Track,Composer,Milliseconds,Bytes,UnitPrice,Genre,Album,Artist,Seconds,len_byte_ratio
So Por Amor,,236591,7745764,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,236.591,0.030544566036352257
Meu Pranto Rolou,,181760,6003345,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,181.76,0.030276454210111197
Mulher Carioca,,191686,6395048,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,191.686,0.029974129983074405
Um Homem Chamado Alfredo,,151640,4976227,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,151.64,0.030472886385609018
Samba Do Jato,,220813,7357840,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,220.813,0.030010573755341243
"Oi, La",,167053,5562700,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,167.053,0.030030920236575765
"Vinicius, Poeta Do Encontro",,336431,10858776,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,336.431,0.030982405383442848
Soneto Da Separacao,,193880,6277511,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,193.88,0.030884852292572644
Faixa Amarela,Beto Gogo/Jessé Pai/Luiz Carlos/Zeca Pagodinho,240692,8082036,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,240.692,0.029781109611488985
Posso Até Me Apaixonar,Dudu Nobre,200698,6735526,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,200.698,0.029796930484716412
Não Sou Mais Disso,Jorge Aragão/Zeca Pagodinho,225985,7613817,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,225.985,0.02968090774968718
Vivo Isolado Do Mundo,Alcides Dias Lopes,180035,6073995,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,180.035,0.029640294402613107
Coração Em Desalinho,Mauro Diniz/Ratino Sigem,185208,6225948,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,185.208,0.02974775889551278
Vai Adiar,Alcino Corrêa/Monarco,270393,9134882,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,270.393,0.029600053947057007
Rugas,Augusto Garcez/Nelson Cavaquinho,140930,4703182,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,140.93,0.0299648195625855
Sem Essa de Malandro Agulha,Aldir Blanc/Jayme Vignoli,158484,5332668,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,158.484,0.029719457502323413
Chico Não Vai na Corimba,Dudu Nobre/Zeca Pagodinho,269374,9122188,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,269.374,0.02952953830813397
Papel Principal,Almir Guineto/Dedé Paraiso/Luverci Ernesto,217495,7325302,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,217.495,0.02969092605328763
Saudade Louca,Acyr Marques/Arlindo Cruz/Franco,243591,8136475,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,243.591,0.029938148891258193
Camarão que Dorme e Onda Leva,"Acyi Marques/Arlindo Bruz/Braço, Beto Sem/Zeca Pagodinho",299102,10012231,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,299.102,0.029873661524589274
Sapopemba e Maxambomba,Nei Lopes/Wilson Moreira,245394,8268712,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,245.394,0.029677415297569922
Minha Fé,Murilão,206994,6981474,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,206.994,0.02964903973000544
Lua de Ogum,Ratinho/Zeca Pagodinho,168463,5719129,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,168.463,0.029456058780978712
Samba pras moças,Grazielle/Roque Ferreira,152816,5121366,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,152.816,0.029838914070972472
Verdade,Carlinhos Santana/Nelson Rufino,332826,11120708,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,332.826,0.02992849016447514
The Office: An American Workplace (Pilot),,1380833,290482361,1.99,TV Shows,"The Office, Season 1",The Office,1380.833,0.004753586397626395
Diversity Day,,1306416,257879716,1.99,TV Shows,"The Office, Season 1",The Office,1306.416,0.005065989757798555
Health Care,,1321791,260493577,1.99,TV Shows,"The Office, Season 1",The Office,1321.791,0.005074178853937731
The Alliance,,1317125,266203162,1.99,TV Shows,"The Office, Season 1",The Office,1317.125,0.004947818764076138
Basketball,,1323541,267464180,1.99,TV Shows,"The Office, Season 1",The Office,1323.541,0.004948479456202322
Hot Girl,,1325458,267836576,1.99,TV Shows,"The Office, Season 1",The Office,1325.458,0.004948756513374782
The Dundies,,1253541,246845576,1.99,TV Shows,"The Office, Season 2",The Office,1253.541,0.005078239684554849
Sexual Harassment,,1294541,273069146,1.99,TV Shows,"The Office, Season 2",The Office,1294.541,0.004740707688740492
Office Olympics,,1290458,256247623,1.99,TV Shows,"The Office, Season 2",The Office,1290.458,0.005035980372781838
The Fire,,1288166,266856017,1.99,TV Shows,"The Office, Season 2",The Office,1288.166,0.004827194883898758
Halloween,,1315333,249205209,1.99,TV Shows,"The Office, Season 2",The Office,1315.333,0.00527811198360625
The Fight,,1320028,277149457,1.99,TV Shows,"The Office, Season 2",The Office,1320.028,0.004762874206172448
The Client,,1299341,253836788,1.99,TV Shows,"The Office, Season 2",The Office,1299.341,0.005118804922791569
Performance Review,,1292458,256143822,1.99,TV Shows,"The Office, Season 2",The Office,1292.458,0.005045829291951457
Email Surveillance,,1328870,265101113,1.99,TV Shows,"The Office, Season 2",The Office,1328.87,0.005012691138720342
Christmas Party,,1282115,260891300,1.99,TV Shows,"The Office, Season 2",The Office,1282.115,0.004914364718179564
Booze Cruise,,1267958,252518021,1.99,TV Shows,"The Office, Season 2",The Office,1267.958,0.005021257472946851
The Injury,,1275275,253912762,1.99,TV Shows,"The Office, Season 2",The Office,1275.275,0.005022492725277038
The Carpet,,1264375,256477011,1.99,TV Shows,"The Office, Season 2",The Office,1264.375,0.0049297790670213325
Boys and Girls,,1278333,255245729,1.99,TV Shows,"The Office, Season 2",The Office,1278.333,0.005008244427862689
Valentine's Day,,1270375,253552710,1.99,TV Shows,"The Office, Season 2",The Office,1270.375,0.0050102994363578285
Dwight's Speech,,1278041,255001728,1.99,TV Shows,"The Office, Season 2",The Office,1278.041,0.005011891527260552
Take Your Daughter to Work Day,,1268333,253451012,1.99,TV Shows,"The Office, Season 2",The Office,1268.333,0.005004253050684209
Michael's Birthday,,1237791,247238398,1.99,TV Shows,"The Office, Season 2",The Office,1237.791,0.005006467482449874
Drug Testing,,1278625,244626927,1.99,TV Shows,"The Office, Season 2",The Office,1278.625,0.005226836700605735
Conflict Resolution,,1274583,253808658,1.99,TV Shows,"The Office, Season 2",The Office,1274.583,0.005021826323986158
Casino Night - Season Finale,,1712791,327642458,1.99,TV Shows,"The Office, Season 2",The Office,1712.791,0.005227622239361908
Gay Witch Hunt,,1326534,276942637,1.99,TV Shows,"The Office, Season 3",The Office,1326.534,0.004789923337084423
The Convention,,1297213,255117055,1.99,TV Shows,"The Office, Season 3",The Office,1297.213,0.0050847756924757535
The Coup,,1276526,267205501,1.99,TV Shows,"The Office, Season 3",The Office,1276.526,0.004777319311251755
Grief Counseling,,1282615,256912833,1.99,TV Shows,"The Office, Season 3",The Office,1282.615,0.0049924131271402855
The Initiation,,1280113,251728257,1.99,TV Shows,"The Office, Season 3",The Office,1280.113,0.005085297198081342
Branch Closing,,1822781,358761786,1.99,TV Shows,"The Office, Season 3",The Office,1822.781,0.0050807557302103516
The Merger,,1801926,345960631,1.99,TV Shows,"The Office, Season 3",The Office,1801.926,0.005208471249435315
The Convict,,1273064,248863427,1.99,Comedy,"The Office, Season 3",The Office,1273.064,0.00511551261407326
"A Benihana Christmas, Pts. 1 & 2",,2519436,515301752,1.99,Comedy,"The Office, Season 3",The Office,2519.436,0.004889244001638869
Back from Vacation,,1271688,245378749,1.99,Comedy,"The Office, Season 3",The Office,1271.688,0.005182551484929121
Traveling Salesmen,,1289039,250822697,1.99,Comedy,"The Office, Season 3",The Office,1289.039,0.0051392438380486755
Producer's Cut: The Return,,1700241,337219980,1.99,Comedy,"The Office, Season 3",The Office,1700.241,0.005041934348018169
Phyllis's Wedding,,1271521,258561054,1.99,Comedy,"The Office, Season 3",The Office,1271.521,0.00491768184082356
Business School,,1302093,254402605,1.99,Comedy,"The Office, Season 3",The Office,1302.093,0.005118237684712387
Cocktails,,1272522,259011909,1.99,Comedy,"The Office, Season 3",The Office,1272.522,0.004912986452680831
Safety Training,,1271229,253054534,1.99,Comedy,"The Office, Season 3",The Office,1271.229,0.0050235377327797655
Product Recall,,1268268,251208610,1.99,Comedy,"The Office, Season 3",The Office,1268.268,0.005048664534229141
Women's Appreciation,,1732649,338778844,1.99,Comedy,"The Office, Season 3",The Office,1732.649,0.005114395514024483
The Job,,2541875,501060138,1.99,Comedy,"The Office, Season 3",The Office,2541.875,0.0050729938528855795
Branch Closing,,1814855,360331351,1.99,Comedy,"The Office, Season 3",The Office,1814.855,0.00503662807847103
The Return,,1705080,343877320,1.99,Comedy,"The Office, Season 3",The Office,1705.08,0.004958396209438878
Your Time Is Gonna Come,"Page, Jones",310774,5126563,0.99,Rock,Un-Led-Ed,Dread Zeppelin,310.774,0.060620341542667086
"Battlestar Galactica, Pt. 1",,2952702,541359437,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),2952.702,0.0054542357594479325
"Battlestar Galactica, Pt. 2",,2956081,521387924,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),2956.081,0.005669638409193382
"Battlestar Galactica, Pt. 3",,2927802,554509033,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),2927.802,0.005279989731023913
"Lost Planet of the Gods, Pt. 1",,2922547,537812711,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),2922.547,0.005434135230024342
"Lost Planet of the Gods, Pt. 2",,2914664,534343985,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),2914.664,0.005454658575411867
The Lost Warrior,,2920045,558872190,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),2920.045,0.005224888717400664
The Long Patrol,,2925008,513122217,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),2925.008,0.005700411915705455
"The Gun On Ice Planet Zero, Pt. 2",,2924341,546542281,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),2924.341,0.005350621720700873
The Young Lords,,2863571,587051735,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),2863.571,0.004877885251459141
"The Living Legend, Pt. 1",,2924507,503641007,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),2924.507,0.005806729315827931
"The Living Legend, Pt. 2",,2923298,515632754,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),2923.298,0.005669341168346338
Fire In Space,,2926593,536784757,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),2926.593,0.005452079184133762
"War of the Gods, Pt. 1",,2922630,505761343,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),2922.63,0.005778674152247338
The Man With Nine Lives,,2956998,577829804,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),2956.998,0.00511742035376216
"Greetings from Earth, Pt. 1",,2960293,536824558,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),2960.293,0.005514451520304702
"Greetings from Earth, Pt. 2",,2903778,527842860,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),2903.778,0.005501216782585636
Baltar's Escape,,2922088,525564224,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),2922.088,0.005559906604297327
Experiment In Terra,,2923548,547982556,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),2923.548,0.005335111433729653
Take the Celestra,,2927677,512381289,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),2927.677,0.005713863997090651
The Hand of God,,2924007,536583079,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),2924.007,0.00544930899693913
Pilot,,2484567,492670102,1.99,TV Shows,Aquaman,Aquaman,2484.567,0.0050430642937614265
Instant Karma,,193188,3150090,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,193.188,0.06132777158747845
#9 Dream,,278312,4506425,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,278.312,0.06175893307888182
Mother,,287740,4656660,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,287.74,0.061791069135388885
Cold Turkey,,281424,4556003,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,281.424,0.06176993298731366
Whatever Gets You Thru the Night,,215084,3499018,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,215.084,0.06146981810325068
I'm Losing You,,240719,3907467,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,240.719,0.061604870879267824
Gimme Some Truth,,232778,3780807,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,232.778,0.061568337130141794
"Oh, My Love",,159473,2612788,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,159.473,0.06103556813641214
Imagine,,192329,3136271,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,192.329,0.06132410113794375
Nobody Told Me,,210348,3423395,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,210.348,0.061444268043857046
Jealous Guy,,239094,3881620,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,239.094,0.0615964468443588
Working Class Hero,,265449,4301430,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,265.449,0.061711802819062495
Power to the People,,213018,3466029,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,213.018,0.06145880487439661
Imagine,,219078,3562542,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,219.078,0.061494853955406
Beautiful Boy,,227995,3704642,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,227.995,0.06154305868151363
Isolation,,156059,2558399,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,156.059,0.060998694886919516
Watching the Wheels,,198645,3237063,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,198.645,0.06136581215750203
Grow Old With Me,,149093,2447453,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,149.093,0.06091761516972951
Gimme Some Truth,,187546,3060083,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,187.546,0.06128788009998422
[Just Like] Starting Over,,215549,3506308,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,215.549,0.06147463371728895
God,,260410,4221135,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,260.41,0.06169193830569266
Real Love,,236911,3846658,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,236.911,0.061588786941807666
Sympton of the Universe,,340890,5489313,0.99,Rock,Speak of the Devil,Ozzy Osbourne,340.89,0.06210066724196634
Snowblind,,295960,4773171,0.99,Rock,Speak of the Devil,Ozzy Osbourne,295.96,0.06200490198235094
Black Sabbath,,364180,5860455,0.99,Rock,Speak of the Devil,Ozzy Osbourne,364.18,0.062141932665637736
Fairies Wear Boots,,392764,6315916,0.99,Rock,Speak of the Devil,Ozzy Osbourne,392.764,0.06218638753270309
War Pigs,,515435,8270194,0.99,Rock,Speak of the Devil,Ozzy Osbourne,515.435,0.06232441463888271
The Wizard,,282678,4561796,0.99,Rock,Speak of the Devil,Ozzy Osbourne,282.678,0.06196638341565471
N.I.B.,,335248,5399456,0.99,Rock,Speak of the Devil,Ozzy Osbourne,335.248,0.06208921787676388
Sweet Leaf,,354706,5709700,0.99,Rock,Speak of the Devil,Ozzy Osbourne,354.706,0.06212340403173547
Never Say Die,,258343,4173799,0.99,Rock,Speak of the Devil,Ozzy Osbourne,258.343,0.061896368272645615
"Sabbath, Bloody Sabbath",,333622,5373633,0.99,Rock,Speak of the Devil,Ozzy Osbourne,333.622,0.0620849991058191
Iron Man/Children of the Grave,,552308,8858616,0.99,Rock,Speak of the Devil,Ozzy Osbourne,552.308,0.062346985127247866
Paranoid,,189171,3071042,0.99,Rock,Speak of the Devil,Ozzy Osbourne,189.171,0.061598310931599114
Rock You Like a Hurricane,,255766,4300973,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,255.766,0.05946700897680594
No One Like You,,240325,4050259,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,240.325,0.05933571161745459
The Zoo,,332740,5550779,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,332.74,0.05994473928794499
Loving You Sunday Morning,,339125,5654493,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,339.125,0.05997443095251864
Still Loving You,,390674,6491444,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,390.674,0.060182911537094055
Big City Nights,,251865,4237651,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,251.865,0.05943505022003936
Believe in Love,,325774,5437651,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,325.774,0.059910796040422605
Rhythm of Love,,231246,3902834,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,231.246,0.05925079057935849
I Can't Explain,,205332,3482099,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,205.332,0.05896788115444162
Tease Me Please Me,,287229,4811894,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,287.229,0.059691464525195276
Wind of Change,,315325,5268002,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,315.325,0.059856659128071706
Send Me an Angel,,273041,4581492,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,273.041,0.05959652445098671
Jump Around,E. Schrody/L. Muggerud,217835,8715653,0.99,Hip Hop/Rap,House of Pain,House Of Pain,217.835,0.024993537489388346
Salutations,E. Schrody/L. Dimant,69120,2767047,0.99,Hip Hop/Rap,House of Pain,House Of Pain,69.12,0.024979698573967122
Put Your Head Out,E. Schrody/L. Freese/L. Muggerud,182230,7291473,0.99,Hip Hop/Rap,House of Pain,House Of Pain,182.23,0.024992206650151484
Top O' The Morning To Ya,E. Schrody/L. Dimant,216633,8667599,0.99,Hip Hop/Rap,House of Pain,House Of Pain,216.633,0.02499342666867722
Commercial 1,L. Muggerud,7941,319888,0.99,Hip Hop/Rap,House of Pain,House Of Pain,7.941,0.024824313509728406
House And The Rising Sun,E. Schrody/J. Vasquez/L. Dimant,219402,8778369,0.99,Hip Hop/Rap,House of Pain,House Of Pain,219.402,0.02499348113527695
Shamrocks And Shenanigans,E. Schrody/L. Dimant,218331,8735518,0.99,Hip Hop/Rap,House of Pain,House Of Pain,218.331,0.024993480638469293
House Of Pain Anthem,E. Schrody/L. Dimant,155611,6226713,0.99,Hip Hop/Rap,House of Pain,House Of Pain,155.611,0.024990873997243812
Guess Who's Back,E. Schrody/L. Muggerud,238393,9537994,0.99,Hip Hop/Rap,House of Pain,House Of Pain,238.393,0.024994039627200437
Commercial 2,L. Muggerud,21211,850698,0.99,Hip Hop/Rap,House of Pain,House Of Pain,21.211,0.02493364272632591
Put On Your Shit Kickers,E. Schrody/L. Muggerud,190432,7619569,0.99,Hip Hop/Rap,House of Pain,House Of Pain,190.432,0.02499248973268698
